"name", "artist", "popularity", "genres", "danceability", "energy", "key", "loudness","mode", "speechiness", "acousticness", "instrumentalness", "liveness", "valence", "tempo","city", "date", "venue"
Cure,Moonchild,46,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']",0.538,0.296,1,-13.273,1,0.0637,0.372,0.00445,0.361,0.172,85.38,Rotterdam,2020-02-14,BIRD
Too Much to Ask,Moonchild,44,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']",0.623,0.27,4,-15.651,1,0.13,0.814,0.0135,0.114,0.194,172.11,Rotterdam,2020-02-14,BIRD
Get To Know It,Moonchild,38,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']",0.54,0.571,0,-11.926,1,0.0878,0.0717,0.0579,0.236,0.273,176.06,Rotterdam,2020-02-14,BIRD
Haul - Max Cooper Remix,Christian Löffler,51,"['electronica', 'microhouse', 'minimal techno', 'tech house']",0.489,0.675,11,-10.472,0,0.0317,0.574,0.919,0.097,0.0378,118.02,Rotterdam,2020-02-14,Cultuurpodium Perron
Perpetual Motion,Max Cooper,48,"['electronica', 'microhouse', 'minimal techno', 'tech house']",0.717,0.621,11,-11.855,1,0.0536,0.675,0.926,0.111,0.224,118.977,Rotterdam,2020-02-14,Cultuurpodium Perron
Waves,Max Cooper,45,"['electronica', 'microhouse', 'minimal techno', 'tech house']",0.663,0.683,1,-8.542,1,0.0433,0.349,0.848,0.144,0.163,111.02,Rotterdam,2020-02-14,Cultuurpodium Perron
Distant Light,Max Cooper,44,"['electronica', 'microhouse', 'minimal techno', 'tech house']",0.584,0.822,6,-9.188,0,0.0396,0.0538,0.857,0.3,0.305,117.005,Rotterdam,2020-02-14,Cultuurpodium Perron
Hope - Parra For Cuva Remix,Max Cooper,44,"['electronica', 'microhouse', 'minimal techno', 'tech house']",0.642,0.648,8,-9.363,1,0.0374,0.286,0.949,0.0948,0.099,112.003,Rotterdam,2020-02-14,Cultuurpodium Perron
Here Be Dragons,Oded Tzur,42,['israeli jazz'],0.269,0.0442,7,-25.047,0,0.0412,0.971,0.871,0.0903,0.162,83.171,Rotterdam,2020-02-14,LantarenVenster
Welcome,Oded Tzur,20,['israeli jazz'],0.434,0.752,9,-8.041,1,0.0361,0.832,0.356,0.13,0.524,166.948,Rotterdam,2020-02-14,LantarenVenster
Single Mother,Oded Tzur,17,['israeli jazz'],0.323,0.452,10,-11.537,0,0.037,0.895,0.661,0.124,0.275,152.837,Rotterdam,2020-02-14,LantarenVenster
The Whale Song,Oded Tzur,15,['israeli jazz'],0.298,0.105,2,-20.894,0,0.0363,0.977,0.906,0.0967,0.213,81.238,Rotterdam,2020-02-14,LantarenVenster
The Three Statements of Garab Dorje,Oded Tzur,15,['israeli jazz'],0.513,0.328,1,-14.491,1,0.0299,0.947,0.916,0.106,0.891,154.132,Rotterdam,2020-02-14,LantarenVenster
Here Be Dragons,Oded Tzur,42,['israeli jazz'],0.269,0.0442,7,-25.047,0,0.0412,0.971,0.871,0.0903,0.162,83.171,Rotterdam,2020-02-14,LantarenVenster
Welcome,Oded Tzur,20,['israeli jazz'],0.434,0.752,9,-8.041,1,0.0361,0.832,0.356,0.13,0.524,166.948,Rotterdam,2020-02-14,LantarenVenster
Single Mother,Oded Tzur,17,['israeli jazz'],0.323,0.452,10,-11.537,0,0.037,0.895,0.661,0.124,0.275,152.837,Rotterdam,2020-02-14,LantarenVenster
The Whale Song,Oded Tzur,15,['israeli jazz'],0.298,0.105,2,-20.894,0,0.0363,0.977,0.906,0.0967,0.213,81.238,Rotterdam,2020-02-14,LantarenVenster
The Three Statements of Garab Dorje,Oded Tzur,15,['israeli jazz'],0.513,0.328,1,-14.491,1,0.0299,0.947,0.916,0.106,0.891,154.132,Rotterdam,2020-02-14,LantarenVenster
Fields Of Gold,Dominic Miller,33,"['ecm-style jazz', 'jazz guitar']",0.558,0.0248,10,-25.376,1,0.0676,0.985,0.938,0.092,0.527,116.925,Rotterdam,2020-02-15,LantarenVenster
Adagio in G minor,Tomaso Albinoni,33,"['ecm-style jazz', 'jazz guitar']",0.15,0.211,0,-13.303,0,0.0347,0.906,0.738,0.118,0.0564,174.342,Rotterdam,2020-02-15,LantarenVenster
What You Didn’t Say,Dominic Miller,33,"['ecm-style jazz', 'jazz guitar']",0.504,0.112,9,-22.418,0,0.0708,0.909,0.917,0.118,0.0415,134.224,Rotterdam,2020-02-15,LantarenVenster
Shape Of My Heart,Sting,32,"['ecm-style jazz', 'jazz guitar']",0.535,0.362,6,-13.032,0,0.0333,0.68,0.000533,0.111,0.285,80.019,Rotterdam,2020-02-15,LantarenVenster
New Dawn,Dominic Miller,31,"['ecm-style jazz', 'jazz guitar']",0.385,0.0225,2,-25.186,0,0.0562,0.634,0.921,0.226,0.0504,107.527,Rotterdam,2020-02-15,LantarenVenster
This Hmming Raverie,SHXCXCHCXSH,32,"['ambient techno', 'minimal dub', 'outsider house', 'swedish electronic', 'swedish techno']",0.504,0.733,9,-7.401,0,0.115,0.117,0.94,0.158,0.238,129.833,Rotterdam,2020-02-15,Cultuurpodium Perron
Drain This Lord,SHXCXCHCXSH,29,"['ambient techno', 'minimal dub', 'outsider house', 'swedish electronic', 'swedish techno']",0.565,0.8,9,-8.854,1,0.0403,3.84e-05,0.469,0.821,0.472,130.0,Rotterdam,2020-02-15,Cultuurpodium Perron
Ss,SHXCXCHCXSH,22,"['ambient techno', 'minimal dub', 'outsider house', 'swedish electronic', 'swedish techno']",0.224,0.302,9,-14.5,0,0.0327,0.971,0.935,0.101,0.272,79.118,Rotterdam,2020-02-15,Cultuurpodium Perron
LTTLWLF,SHXCXCHCXSH,22,"['ambient techno', 'minimal dub', 'outsider house', 'swedish electronic', 'swedish techno']",0.604,0.728,7,-8.307,0,0.043,3.31e-05,0.909,0.116,0.318,135.983,Rotterdam,2020-02-15,Cultuurpodium Perron
Elocution,SHXCXCHCXSH,22,"['ambient techno', 'minimal dub', 'outsider house', 'swedish electronic', 'swedish techno']",0.585,0.913,7,-8.275,1,0.0493,0.0143,0.767,0.0994,0.225,130.315,Rotterdam,2020-02-15,Cultuurpodium Perron
Valerie,Jan Rot,13,['dutch singer-songwriter'],0.647,0.884,7,-5.059,1,0.0339,0.00343,0,0.243,0.967,118.99,Rotterdam,2020-02-15,Isala Theater
Ankie,Jan Rot,12,['dutch singer-songwriter'],0.602,0.231,9,-10.02,0,0.0456,0.414,0,0.152,0.361,93.652,Rotterdam,2020-02-15,Isala Theater
Stel Dat Het Zou Kunnen,Jan Rot,11,['dutch singer-songwriter'],0.538,0.52,9,-6.958,0,0.0327,0.499,0.000911,0.122,0.449,121.124,Rotterdam,2020-02-15,Isala Theater
Naast Jou (Live),Boudewijn de Groot,7,['dutch singer-songwriter'],0.596,0.908,3,-5.621,1,0.0876,0.607,0,0.733,0.711,139.874,Rotterdam,2020-02-15,Isala Theater
Onder De Brug (Under the Bridge),Jan Rot,6,['dutch singer-songwriter'],0.42,0.358,4,-7.562,1,0.0451,0.18,0,0.107,0.508,86.294,Rotterdam,2020-02-15,Isala Theater
Dirty Helene - Radio Mix,Helguera & Dominicus,0,[],0.742,0.686,9,-5.704,0,0.0581,0.0024,0.884,0.06,0.549,128.054,Rotterdam,2020-02-15,Reverse Club
Dirty Helene,Helguera & Dominicus,0,[],0.802,0.876,0,-5.569,1,0.0634,0.000111,0.905,0.0387,0.249,128.001,Rotterdam,2020-02-15,Reverse Club
Dirty Helene - DoRush Remix,Helguera & Dominicus,0,[],0.801,0.878,0,-6.116,1,0.0787,0.00328,0.731,0.103,0.479,125.003,Rotterdam,2020-02-15,Reverse Club
Dirty Helene - Cloudg8 Remix,Helguera & Dominicus,0,[],0.837,0.779,9,-9.46,0,0.056,0.00141,0.916,0.0485,0.583,127.004,Rotterdam,2020-02-15,Reverse Club
Meditation No #4,The Black Dog,32,"['ambient techno', 'deep idm', 'drill and bass', 'dub techno', 'electro', 'intelligent dance music', 'microhouse', 'minimal techno', 'techno']",0.348,0.028,9,-22.661,0,0.0351,0.827,0.91,0.222,0.0754,79.087,Rotterdam,2020-02-15,Baroeg
Neither/Neither,The Black Dog,29,"['ambient techno', 'deep idm', 'drill and bass', 'dub techno', 'electro', 'intelligent dance music', 'microhouse', 'minimal techno', 'techno']",0.545,0.626,7,-11.944,1,0.131,0.002,0.85,0.228,0.298,163.995,Rotterdam,2020-02-15,Baroeg
Chesh,The Black Dog,29,"['ambient techno', 'deep idm', 'drill and bass', 'dub techno', 'electro', 'intelligent dance music', 'microhouse', 'minimal techno', 'techno']",0.499,0.483,8,-14.393,1,0.0437,0.926,0.844,0.105,0.558,167.969,Rotterdam,2020-02-15,Baroeg
Pot Noddle,The Black Dog,26,"['ambient techno', 'deep idm', 'drill and bass', 'dub techno', 'electro', 'intelligent dance music', 'microhouse', 'minimal techno', 'techno']",0.716,0.651,8,-12.334,1,0.0871,0.347,0.723,0.128,0.452,182.011,Rotterdam,2020-02-15,Baroeg
Sleep Deprivation 1,The Black Dog,25,"['ambient techno', 'deep idm', 'drill and bass', 'dub techno', 'electro', 'intelligent dance music', 'microhouse', 'minimal techno', 'techno']",0.263,0.0711,8,-29.706,1,0.035,0.483,0.902,0.111,0.314,167.996,Rotterdam,2020-02-15,Baroeg
Sunder,Hibou,45,['electropop'],0.335,0.932,11,-4.663,0,0.122,0.00118,0.853,0.183,0.529,181.942,Rotterdam,2020-02-16,V11
Inside Illumination,Hibou,38,['electropop'],0.471,0.915,8,-7.053,0,0.0378,0.00604,0.561,0.126,0.798,80.008,Rotterdam,2020-02-16,V11
Above Us,Hibou,37,['electropop'],0.373,0.925,10,-5.601,0,0.0697,4.66e-05,0.683,0.214,0.591,175.084,Rotterdam,2020-02-16,V11
Dissolve,Hibou,36,['electropop'],0.382,0.846,2,-5.08,1,0.0482,0.000709,0.868,0.386,0.417,157.029,Rotterdam,2020-02-16,V11
Valium,Hibou,35,['electropop'],0.512,0.962,5,-4.856,1,0.0988,0.0181,0.659,0.118,0.362,127.976,Rotterdam,2020-02-16,V11
Almost Went Too Far,Joe Armon-Jones,35,"['contemporary jazz', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",0.707,0.36,11,-14.15,1,0.123,0.298,0.29,0.743,0.721,81.494,Rotterdam,2020-02-16,BIRD
Mollison Dub,Joe Armon-Jones,34,"['contemporary jazz', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",0.501,0.562,1,-11.675,1,0.137,0.0948,0.91,0.155,0.581,134.682,Rotterdam,2020-02-16,BIRD
The Leo & Aquarius (feat. Jehst),Joe Armon-Jones,21,"['contemporary jazz', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",0.452,0.64,6,-8.945,0,0.261,0.547,0.005,0.308,0.537,94.071,Rotterdam,2020-02-16,BIRD
Try Walk With Me (feat. Asheber),Joe Armon-Jones,21,"['contemporary jazz', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",0.529,0.513,1,-9.875,1,0.0341,0.111,0.706,0.104,0.308,126.549,Rotterdam,2020-02-16,BIRD
Starting Today Dub,Joe Armon-Jones,20,"['contemporary jazz', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",0.571,0.697,7,-11.029,1,0.0608,0.0034,0.838,0.389,0.524,132.55,Rotterdam,2020-02-16,BIRD
Barcelona,Tania Kross,36,[],0.26,0.488,0,-8.406,1,0.0337,0.752,0,0.636,0.109,101.102,Rotterdam,2020-02-16,Rotterdamse Schouwburg Grote Zaal
Margherita,Tania Kross,29,[],0.553,0.352,0,-10.696,0,0.0412,0.887,0.000108,0.108,0.178,105.861,Rotterdam,2020-02-16,Rotterdamse Schouwburg Grote Zaal
The Power of Love,Tania Kross,25,[],0.482,0.37,9,-11.234,0,0.0315,0.435,0,0.109,0.111,122.041,Rotterdam,2020-02-16,Rotterdamse Schouwburg Grote Zaal
The Time Of My Life,Tommie Christiaan,24,[],0.668,0.566,9,-9.552,1,0.0336,0.15,0,0.151,0.438,107.0,Rotterdam,2020-02-16,Rotterdamse Schouwburg Grote Zaal
Hope,Tania Kross,23,[],0.415,0.447,5,-11.489,1,0.0549,0.457,0,0.149,0.15,100.086,Rotterdam,2020-02-16,Rotterdamse Schouwburg Grote Zaal
Go!,The Preacher Men,8,[],0.364,0.315,1,-12.915,1,0.0695,0.537,0.911,0.0688,0.495,75.437,Rotterdam,2020-02-16,BREStheater
Into the Blue,The Preacher Men,7,[],0.392,0.235,6,-13.755,1,0.0469,0.666,0.0254,0.101,0.308,165.4,Rotterdam,2020-02-16,BREStheater
Chili Dog,The Preacher Men,7,[],0.472,0.423,10,-14.97,0,0.0402,0.221,0.909,0.109,0.431,109.141,Rotterdam,2020-02-16,BREStheater
Follow Our Lead,The Preacher Men,6,[],0.454,0.378,5,-15.07,0,0.0515,0.116,0.879,0.117,0.434,130.404,Rotterdam,2020-02-16,BREStheater
The Sweet Memories from My Childhood,The Preacher Men,5,[],0.29,0.203,8,-18.49,1,0.0367,0.433,0.905,0.0952,0.0373,97.187,Rotterdam,2020-02-16,BREStheater
Go!,The Preacher Men,8,['dutch jazz'],0.364,0.315,1,-12.915,1,0.0695,0.537,0.911,0.0688,0.495,75.437,Rotterdam,2020-02-16,BREStheater
Into the Blue,The Preacher Men,7,['dutch jazz'],0.392,0.235,6,-13.755,1,0.0469,0.666,0.0254,0.101,0.308,165.4,Rotterdam,2020-02-16,BREStheater
Chili Dog,The Preacher Men,7,['dutch jazz'],0.472,0.423,10,-14.97,0,0.0402,0.221,0.909,0.109,0.431,109.141,Rotterdam,2020-02-16,BREStheater
Follow Our Lead,The Preacher Men,6,['dutch jazz'],0.454,0.378,5,-15.07,0,0.0515,0.116,0.879,0.117,0.434,130.404,Rotterdam,2020-02-16,BREStheater
The Sweet Memories from My Childhood,The Preacher Men,5,['dutch jazz'],0.29,0.203,8,-18.49,1,0.0367,0.433,0.905,0.0952,0.0373,97.187,Rotterdam,2020-02-16,BREStheater
Mango Suns,Knimes,6,[],0.496,0.791,10,-8.783,0,0.124,0.000216,0.0754,0.194,0.383,90.122,Rotterdam,2020-02-16,Dizzy Jazzcafe
Intro for Infidels,Knimes,3,[],0.25,0.611,9,-11.443,0,0.0479,0.203,0.835,0.34,0.115,132.433,Rotterdam,2020-02-16,Dizzy Jazzcafe
Good Night Aldo,Knimes,1,[],0.355,0.636,2,-8.94,1,0.0767,0.172,0.873,0.114,0.334,83.788,Rotterdam,2020-02-16,Dizzy Jazzcafe
Attic Adventures,Knimes,0,[],0.707,0.831,7,-7.845,1,0.0927,0.0565,0.89,0.115,0.228,89.916,Rotterdam,2020-02-16,Dizzy Jazzcafe
Hypnosis,Indianizer,9,['indie rock italiano'],0.512,0.669,9,-12.704,1,0.0336,0.00411,0.578,0.169,0.796,100.51,Rotterdam,2020-02-16,Café De Ouwehoer
Sin Cleopatra,Indianizer,6,['indie rock italiano'],0.621,0.743,7,-9.319,1,0.0424,0.0086,0.502,0.362,0.677,117.603,Rotterdam,2020-02-16,Café De Ouwehoer
Mazel Tov II,Indianizer,6,['indie rock italiano'],0.514,0.63,9,-12.813,1,0.047,0.0375,0.789,0.264,0.525,131.912,Rotterdam,2020-02-16,Café De Ouwehoer
Get Up!,Indianizer,5,['indie rock italiano'],0.739,0.418,3,-14.36,1,0.2,0.582,0.391,0.3,0.664,80.433,Rotterdam,2020-02-16,Café De Ouwehoer
New Millennium Labyrinth,Indianizer,4,['indie rock italiano'],0.315,0.721,8,-10.331,1,0.0523,0.00744,0.938,0.17,0.223,117.033,Rotterdam,2020-02-16,Café De Ouwehoer
Youth,Ásgeir,38,"['chamber pop', 'icelandic folk', 'icelandic indie', 'icelandic pop', 'indie folk']",0.573,0.638,9,-8.7,0,0.0265,0.356,0.122,0.125,0.397,109.96,Rotterdam,2020-02-18,Theater Rotterdam Schouwburg
Dreaming - Mahogany Sessions,Ásgeir,52,"['chamber pop', 'icelandic folk', 'icelandic indie', 'icelandic pop', 'indie folk']",0.374,0.0883,11,-17.902,1,0.0362,0.978,0.453,0.105,0.202,112.166,Rotterdam,2020-02-18,Theater Rotterdam Schouwburg
King and Cross,Ásgeir,42,"['chamber pop', 'icelandic folk', 'icelandic indie', 'icelandic pop', 'indie folk']",0.705,0.473,1,-11.151,0,0.028,0.277,0.0037,0.107,0.425,100.005,Rotterdam,2020-02-18,Theater Rotterdam Schouwburg
"I Should Live in Salt - The National Cover - Live from Spotify, London",Ásgeir,50,"['chamber pop', 'icelandic folk', 'icelandic indie', 'icelandic pop', 'indie folk']",0.545,0.264,2,-10.228,1,0.0349,0.893,2.63e-05,0.693,0.159,128.96,Rotterdam,2020-02-18,Theater Rotterdam Schouwburg
Pictures,Ásgeir,40,"['chamber pop', 'icelandic folk', 'icelandic indie', 'icelandic pop', 'indie folk']",0.544,0.35,2,-11.889,1,0.0276,0.862,0.00383,0.101,0.233,143.72,Rotterdam,2020-02-18,Theater Rotterdam Schouwburg
Demian,Hexvessel,32,"['finnish psychedelic rock', 'neofolk', 'new weird finland']",0.489,0.479,9,-7.674,0,0.0282,0.0678,0.532,0.102,0.272,107.307,Rotterdam,2020-02-18,V11
When I'm Dead,Hexvessel,30,"['finnish psychedelic rock', 'neofolk', 'new weird finland']",0.466,0.709,4,-5.739,1,0.0301,0.0015,0.0021,0.111,0.257,112.619,Rotterdam,2020-02-18,V11
Cosmic Truth,Hexvessel,30,"['finnish psychedelic rock', 'neofolk', 'new weird finland']",0.497,0.302,6,-9.801,0,0.0408,0.216,0.00112,0.108,0.171,130.36,Rotterdam,2020-02-18,V11
Gaia,Hexvessel,29,"['finnish psychedelic rock', 'neofolk', 'new weird finland']",0.203,0.563,2,-9.708,0,0.0345,0.465,0.00173,0.109,0.0921,131.69,Rotterdam,2020-02-18,V11
Son of the Sky,Hexvessel,25,"['finnish psychedelic rock', 'neofolk', 'new weird finland']",0.235,0.49,4,-9.339,0,0.0298,0.111,0.000969,0.221,0.221,180.678,Rotterdam,2020-02-18,V11
The Magic of the Wizard's Dream (English Version),Rhapsody Of Fire,44,"['italian metal', 'melodic metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",0.417,0.511,10,-6.144,0,0.028,0.543,0.000369,0.0984,0.168,73.996,Rotterdam,2020-02-19,Baroeg
Unholy Warcry,Rhapsody Of Fire,44,"['italian metal', 'melodic metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",0.327,0.88,0,-4.841,1,0.0651,0.0225,0.00199,0.244,0.155,90.005,Rotterdam,2020-02-19,Baroeg
March Against the Tyrant,Rhapsody Of Fire,43,"['italian metal', 'melodic metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",0.434,0.884,7,-6.342,1,0.0687,0.00438,0.000676,0.27,0.216,89.967,Rotterdam,2020-02-19,Baroeg
Dawn of Victory - Re-Recorded,Rhapsody Of Fire,40,"['italian metal', 'melodic metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",0.476,0.99,0,-3.283,0,0.0503,0.000332,2.02e-06,0.155,0.279,95.013,Rotterdam,2020-02-19,Baroeg
Rain of Fury,Rhapsody Of Fire,38,"['italian metal', 'melodic metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",0.42,0.875,2,-4.801,1,0.0527,0.000402,0.0106,0.266,0.232,179.993,Rotterdam,2020-02-19,Baroeg
Esja,Hania Rani,48,['neo-classical'],0.416,0.127,4,-27.47,0,0.0408,0.987,0.901,0.104,0.176,143.155,Rotterdam,2020-02-19,LantarenVenster
Eden,Hania Rani,44,['neo-classical'],0.433,0.172,9,-26.416,0,0.0369,0.985,0.919,0.0738,0.0392,138.109,Rotterdam,2020-02-19,LantarenVenster
Glass,Hania Rani,42,['neo-classical'],0.22,0.0729,1,-26.839,0,0.0388,0.991,0.89,0.095,0.0518,137.888,Rotterdam,2020-02-19,LantarenVenster
Hawaii Oslo,Hania Rani,38,['neo-classical'],0.338,0.0882,7,-26.511,0,0.0388,0.991,0.874,0.0983,0.035,90.077,Rotterdam,2020-02-19,LantarenVenster
Sun,Hania Rani,38,['neo-classical'],0.226,0.0416,7,-30.068,1,0.0383,0.995,0.922,0.0916,0.0551,76.55,Rotterdam,2020-02-19,LantarenVenster
Suzanne,V.O.F. De Kunst,45,['muziek voor kinderen'],0.562,0.495,9,-13.055,0,0.0327,0.392,0,0.118,0.579,92.16,Rotterdam,2020-02-19,Theater Aan De Schie
Een Kopje Koffie,V.O.F. De Kunst,39,['muziek voor kinderen'],0.761,0.822,7,-10.995,1,0.0338,0.0995,0.000338,0.217,0.968,117.646,Rotterdam,2020-02-19,Theater Aan De Schie
De Kop Van De Kat Is Jarig,V.O.F. De Kunst,29,['muziek voor kinderen'],0.679,0.422,2,-11.13,1,0.0857,0.528,1.71e-06,0.113,0.863,98.671,Rotterdam,2020-02-19,Theater Aan De Schie
"Er Is Er Een Jarig, Hoera, Hoera",V.O.F. De Kunst,28,['muziek voor kinderen'],0.481,0.374,5,-9.198,1,0.0362,0.608,0,0.187,0.838,118.74,Rotterdam,2020-02-19,Theater Aan De Schie
Dikkertje Dap,V.O.F. De Kunst,28,['muziek voor kinderen'],0.814,0.324,2,-13.371,1,0.0932,0.674,0,0.204,0.727,123.613,Rotterdam,2020-02-19,Theater Aan De Schie
Linde Met Een E,Lucky Fonz III,36,"['dutch indie', 'dutch pop', 'dutch rock']",0.772,0.497,4,-9.673,1,0.119,0.15,3.01e-06,0.214,0.875,154.083,Rotterdam,2020-02-20,Stadsgehoorzaal Vlaardingen Harmonie
Kerstfeest (Eenzaam Met Z’n Allen),Lucky Fonz III,29,"['dutch indie', 'dutch pop', 'dutch rock']",0.435,0.468,0,-8.639,1,0.0303,0.231,0,0.0758,0.433,131.677,Rotterdam,2020-02-20,Stadsgehoorzaal Vlaardingen Harmonie
App Me,Lucky Fonz III,27,"['dutch indie', 'dutch pop', 'dutch rock']",0.879,0.65,3,-7.44,1,0.272,0.188,0,0.167,0.972,150.998,Rotterdam,2020-02-20,Stadsgehoorzaal Vlaardingen Harmonie
Ik Had Nog Willen Zeggen,Lucky Fonz III,24,"['dutch indie', 'dutch pop', 'dutch rock']",0.539,0.264,0,-11.394,0,0.163,0.71,2.58e-05,0.117,0.318,158.297,Rotterdam,2020-02-20,Stadsgehoorzaal Vlaardingen Harmonie
Zeilmeisje,Lucky Fonz III,23,"['dutch indie', 'dutch pop', 'dutch rock']",0.555,0.583,9,-8.686,0,0.22,0.519,0,0.0889,0.755,68.227,Rotterdam,2020-02-20,Stadsgehoorzaal Vlaardingen Harmonie
Candy Clouds Pt 2,Hans Dulfer,5,"['dutch jazz', 'dutch prog']",0.554,0.779,10,-11.138,1,0.0377,0.178,0.468,0.188,0.915,103.76,Rotterdam,2020-02-20,LantarenVenster
Descarga,Hans Dulfer,0,"['dutch jazz', 'dutch prog']",0.545,0.605,9,-14.397,1,0.0481,0.711,0.412,0.401,0.673,105.461,Rotterdam,2020-02-20,LantarenVenster
Body & Soul,Hans Dulfer,0,"['dutch jazz', 'dutch prog']",0.397,0.247,10,-13.347,0,0.0382,0.67,0.138,0.129,0.301,64.059,Rotterdam,2020-02-20,LantarenVenster
Red Libanon,Ritmo Natural,0,"['dutch jazz', 'dutch prog']",0.698,0.554,6,-12.569,1,0.379,0.496,0.205,0.163,0.519,134.201,Rotterdam,2020-02-20,LantarenVenster
Josefien,The Jerry Hormone Ego Trip,9,['rotterdam indie'],0.666,0.624,5,-5.815,1,0.0309,0.371,3.39e-06,0.096,0.9,118.679,Rotterdam,2020-02-20,Rotown
Mannentranen,The Jerry Hormone Ego Trip,6,['rotterdam indie'],0.486,0.647,1,-5.903,0,0.0474,0.134,0,0.33,0.895,126.841,Rotterdam,2020-02-20,Rotown
Is dat nou je vriend?,The Jerry Hormone Ego Trip,6,['rotterdam indie'],0.756,0.693,4,-5.432,0,0.0341,0.0264,1.72e-05,0.0689,0.963,118.089,Rotterdam,2020-02-20,Rotown
Oxazepam,The Jerry Hormone Ego Trip,6,['rotterdam indie'],0.439,0.901,11,-3.516,1,0.0596,0.416,0,0.187,0.963,199.532,Rotterdam,2020-02-20,Rotown
Kaketoekan,The Jerry Hormone Ego Trip,6,['rotterdam indie'],0.737,0.95,0,-6.089,1,0.0702,0.248,0.0187,0.115,0.963,100.184,Rotterdam,2020-02-20,Rotown
I Can't Fuck,PERMANENT DESTRUCTION,6,[],0.626,0.855,1,-7.676,0,0.0718,0.000412,0.00162,0.328,0.326,127.654,Rotterdam,2020-02-20,Theater Rotterdam Schouwburg
Long Live Hate,PERMANENT DESTRUCTION,3,[],0.354,0.874,0,-7.891,1,0.185,0.000291,4.56e-05,0.32,0.0664,83.402,Rotterdam,2020-02-20,Theater Rotterdam Schouwburg
Newcastle,Twist Helix,6,['newcastle indie'],0.585,0.741,6,-6.553,1,0.0447,0.282,0.0208,0.102,0.364,148.029,Rotterdam,2020-02-20,Club Vibes
Ouseburn,Twist Helix,3,['newcastle indie'],0.531,0.804,0,-5.775,1,0.0336,0.00185,0.685,0.322,0.427,140.013,Rotterdam,2020-02-20,Club Vibes
Little Buildings,Twist Helix,3,['newcastle indie'],0.457,0.797,5,-6.984,0,0.0348,0.0299,0.443,0.195,0.143,140.016,Rotterdam,2020-02-20,Club Vibes
Graphite,Twist Helix,2,['newcastle indie'],0.599,0.746,9,-6.066,0,0.0295,0.155,0.745,0.161,0.285,153.008,Rotterdam,2020-02-20,Club Vibes
The Artists,Twist Helix,2,['newcastle indie'],0.424,0.658,7,-6.677,0,0.0323,0.29,0.104,0.135,0.501,105.632,Rotterdam,2020-02-20,Club Vibes
"Yes, No, Maybe feat. Tom Misch",Detroit Swindle,52,"['deep disco house', 'deep house', 'disco house', 'float house', 'house', 'indie soul', 'minimal tech house']",0.816,0.808,5,-8.778,0,0.0848,0.0286,0.58,0.123,0.532,110.007,Rotterdam,2020-02-21,BIRD
The Break Up - Original Mix,Detroit Swindle,47,"['deep disco house', 'deep house', 'disco house', 'float house', 'house', 'indie soul', 'minimal tech house']",0.707,0.808,8,-9.887,0,0.0503,0.0355,0.0335,0.671,0.241,119.996,Rotterdam,2020-02-21,BIRD
"You, Me, Here, Now",Detroit Swindle,46,"['deep disco house', 'deep house', 'disco house', 'float house', 'house', 'indie soul', 'minimal tech house']",0.666,0.648,2,-9.227,1,0.0582,0.0496,0.215,0.261,0.53,98.996,Rotterdam,2020-02-21,BIRD
Hey Mister,Detroit Swindle,44,"['deep disco house', 'deep house', 'disco house', 'float house', 'house', 'indie soul', 'minimal tech house']",0.869,0.816,4,-9.814,1,0.129,0.000434,0.693,0.11,0.645,126.007,Rotterdam,2020-02-21,BIRD
64 Ways,Detroit Swindle,44,"['deep disco house', 'deep house', 'disco house', 'float house', 'house', 'indie soul', 'minimal tech house']",0.763,0.727,3,-10.549,0,0.13,0.0433,0.000256,0.676,0.531,115.02,Rotterdam,2020-02-21,BIRD
